equipment_type,area,dept,equip_num,acct_code,grouping1,maintenance_operation1,frequency1,grouping2,maintenance_operation2,frequency2,grouping3,maintenance_operation3,frequency3,grouping4,maintenance_operation4,frequency4,grouping5,maintenance_operation5,frequency5,grouping6,maintenance_operation6,frequency6
CA - Compressor,FM-9,Mechanical,CA-920,70470,136,Monthly Inspection,1M,,,,,Semi-Annual Oil Analysis,6M,,,,,,,,,
CA - Compressor,FM-9,Mechanical,CA-921,70470,136,Monthly Inspection,1M,,,,,Semi-Annual Oil Analysis,6M,,,,,,,,,
DR - Dryer,FM-9,Mechanical,DR-900,70470,136,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,FM-9,Mechanical,CA-950,70470,137,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,FM-9,Mechanical,CA-951,70470,137,Monthly Inspection,1M,,,,,,,,,,,,,,,
CP - Cement Pump,FM-9,Mechanical,CP-900,70470,138,Monthly Inspection,1M,,,,,,,,Weekly Ultrasound-assisted Lubrication,1W,,,,,,
CT - Cooling Tower,FM-9,Mechanical,CT-900,70470,139,Monthly Inspection,1M,,,,,,,,,,,,,,,
CT - Cooling Tower,FM-9,Mechanical,CT-900,70470,139,Monthly Inspection,1M,,,,,,,,,,,,,,,
CT - Cooling Tower,FM-9,Mechanical,CT-901,70470,139,Monthly Inspection,1M,,,,,,,,,,,,,,,
CT - Cooling Tower,FM-9,Mechanical,CT-901,70470,139,Monthly Inspection,1M,,,,,,,,,,,,,,,
D - Drag Conveyor,FM-9,Mechanical,D-902,70470,140,Monthly Inspection,1M,140,Monthly Lubrication,1M,,,,,,,,,,,,
D - Drag Conveyor,FM-9,Mechanical,D-902,70470,140,Monthly Inspection,1M,140,Monthly Lubrication,1M,,,,,,,,,,,,
D - Drag Conveyor,FM-9,Mechanical,D-903,70470,140,Monthly Inspection,1M,140,Monthly Lubrication,1M,,,,,,,,,,,,
D - Drag Conveyor,FM-9,Mechanical,D-903,70470,140,Monthly Inspection,1M,140,Monthly Lubrication,1M,,,,,,,,,,,,
D - Drag Conveyor,FM-9,Mechanical,D-904,70470,140,Monthly Inspection,1M,140,Monthly Lubrication,1M,,,,,,,,,,,,
D - Drag Conveyor,FM-9,Mechanical,D-904,70470,140,Monthly Inspection,1M,140,Monthly Lubrication,1M,,,,,,,,,,,,
D - Drag Conveyor,FM-9,Mechanical,D-905,70470,140,Monthly Inspection,1M,140,Monthly Lubrication,1M,,,,,,,,,,,,
D - Drag Conveyor,FM-9,Mechanical,D-905,70470,140,Monthly Inspection,1M,140,Monthly Lubrication,1M,,,,,,,,,,,,
D - Drag Conveyor,FM-9,Mechanical,D-906,70470,140,Monthly Inspection,1M,140,Monthly Lubrication,1M,,,,,,,,,,,,
D - Drag Conveyor,FM-9,Mechanical,D-906,70470,140,Monthly Inspection,1M,140,Monthly Lubrication,1M,,,,,,,,,,,,
D - Drag Conveyor,FM-9,Mechanical,D-907,70470,140,Monthly Inspection,1M,140,Monthly Lubrication,1M,,,,,,,,,,,,
D - Drag Conveyor,FM-9,Mechanical,D-907,70470,140,Monthly Inspection,1M,140,Monthly Lubrication,1M,,,,,,,,,,,,
DA - Damper,FM-9,Mechanical,DA-900,70470,141,Monthly Inspection,1M,,,,,,,,,,,,,,,
DA - Damper,FM-9,Mechanical,DA-901,70470,141,Monthly Inspection,1M,,,,,,,,,,,,,,,
DA - Damper,FM-9,Mechanical,DA-902,70470,141,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-9,Mechanical,DC-800,70470,142,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-9,Mechanical,DC-801 (DC-805),70470,142,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-9,Mechanical,DC-809,70470,142,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-9,Mechanical,DC-821,70470,142,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-9,Mechanical,DC-900,70470,143,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-9,Mechanical,DC-901,70470,143,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-9,Mechanical,DC-902,70470,143,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-9,Mechanical,DC-904,70470,143,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-9,Mechanical,DC-905,70470,143,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-9,Mechanical,DC-906,70470,143,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-9,Mechanical,DC-910,70470,143,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-9,Mechanical,DC-911,70470,143,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-9,Mechanical,DC-912,70470,143,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-9,Mechanical,DC-915,70470,143,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-9,Mechanical,DC-916,70470,143,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-9,Mechanical,DC-917,70470,143,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-9,Mechanical,DC-920,70470,143,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-9,Mechanical,DC-921,70470,143,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-9,Mechanical,DC-940,70470,143,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-9,Mechanical,DC-950,70470,143,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-9,Mechanical,DC-970,70470,143,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-9,Mechanical,DC-975,70470,143,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-9,Mechanical,DC-976,70470,143,Monthly Inspection,1M,,,,,,,,,,,,,,,
DV - Double Tip Valve,FM-9,Mechanical,DTV-900,70470,144,Monthly Inspection,1M,,,,,,,,,,,,,,,
DV - Double Tip Valve,FM-9,Mechanical,DTV-901,70470,144,Monthly Inspection,1M,,,,,,,,,,,,,,,
DV - Double Tip Valve,FM-9,Mechanical,DTV-902,70470,144,Monthly Inspection,1M,,,,,,,,,,,,,,,
DV - Double Tip Valve,FM-9,Mechanical,DTV-904,70470,144,Monthly Inspection,1M,,,,,,,,,,,,,,,
DV - Double Tip Valve,FM-9,Mechanical,DTV-905,70470,144,Monthly Inspection,1M,,,,,,,,,,,,,,,
DV - Double Tip Valve,FM-9,Mechanical,DTV-906,70470,144,Monthly Inspection,1M,,,,,,,,,,,,,,,
DV - Double Tip Valve,FM-9,Mechanical,DTV-912,70470,144,Monthly Inspection,1M,,,,,,,,,,,,,,,
DG - Diverter Gate,FM-9,Mechanical,DVG-905,70470,144,Monthly Inspection,1M,,,,,,,,,,,,,,,
DG - Diverter Gate,FM-9,Mechanical,DVG-907,70470,144,Monthly Inspection,1M,,,,,,,,,,,,,,,
DG - Diverter Gate,FM-9,Mechanical,DVG-911,70470,144,Monthly Inspection,1M,,,,,,,,,,,,,,,
FN - Fan,FM-9,Mechanical,F-900,70470,145,Monthly Inspection,1M,,,,,,,,,,145,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-9,Mechanical,F-901,70470,145,Monthly Inspection,1M,,,,,,,,,,145,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-9,Mechanical,F-902,70470,145,Monthly Inspection,1M,,,,,,,,,,145,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-9,Mechanical,F-904,70470,145,Monthly Inspection,1M,,,,,,,,,,145,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-9,Mechanical,F-905,70470,145,Monthly Inspection,1M,,,,,,,,,,145,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-9,Mechanical,F-906,70470,145,Monthly Inspection,1M,,,,,,,,,,145,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-9,Mechanical,F-907,70470,145,Monthly Inspection,1M,,,,,,,,,,145,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-9,Mechanical,F-911,70470,146,Monthly Inspection,1M,,,,,,,,,,146,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-9,Mechanical,F-912,70470,146,Monthly Inspection,1M,,,,,,,,,,146,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-9,Mechanical,F-913,70470,146,Monthly Inspection,1M,,,,,,,,,,146,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-9,Mechanical,F-914,70470,146,Monthly Inspection,1M,,,,,,,,,,146,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-9,Mechanical,F-915,70470,146,Monthly Inspection,1M,,,,,,,,,,146,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-9,Mechanical,F-916,70470,146,Monthly Inspection,1M,,,,,,,,,,146,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-9,Mechanical,F-917,70470,146,Monthly Inspection,1M,,,,,,,,,,146,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-9,Mechanical,F-920,70470,147,Monthly Inspection,1M,,,,,,,,,,147,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-9,Mechanical,F-921,70470,147,Monthly Inspection,1M,,,,,,,,,,147,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-9,Mechanical,F-922,70470,147,Monthly Inspection,1M,,,,,,,,,,147,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-9,Mechanical,F-925,70470,147,Monthly Inspection,1M,,,,,,,,,,147,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-9,Mechanical,F-940,70470,148,Monthly Inspection,1M,,,,,,,,,,148,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-9,Mechanical,F-950,70470,148,Monthly Inspection,1M,,,,,,,,,,148,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-9,Mechanical,F-970,70470,149,Monthly Inspection,1M,,,,,,,,,,149,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-9,Mechanical,F-975,70470,149,Monthly Inspection,1M,,,,,,,,,,149,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-9,Mechanical,F-976,70470,149,Monthly Inspection,1M,,,,,,,,,,149,Monthly Ultrasound-assisted Lubrication,1M,,,
FM - Finish Mill,FM-9,Mechanical,"FM-9, FM-9A",70470,150,Monthly Inspection,1M,,,,,,,,,,,,,,,
FM - Finish Mill,FM-9,Mechanical,FM-9B,70470,150,Monthly Inspection,1M,,,,150,Semi-Annual Oil Analysis,6M,,,,,,,,,
FV - Flow Valve,FM-9,Mechanical,FV-911A,70470,151,Monthly Inspection,1M,,,,,,,,,,,,,,,
FV - Flow Valve,FM-9,Mechanical,FV-911B,70470,151,Monthly Inspection,1M,,,,,,,,,,,,,,,
FV - Flow Valve,FM-9,Mechanical,FV-920A,70470,151,Monthly Inspection,1M,,,,,,,,,,,,,,,
FV - Flow Valve,FM-9,Mechanical,FV-920B,70470,151,Monthly Inspection,1M,,,,,,,,,,,,,,,
HP - Hopper,FM-9,Mechanical,HP-805,70470,152,Monthly Inspection,1M,,,,,,,,,,,,,,,
HP - Hopper,FM-9,Mechanical,HP-820,70470,152,Monthly Inspection,1M,,,,,,,,,,,,,,,
HP - Hopper,FM-9,Mechanical,HP-922,70470,152,Monthly Inspection,1M,,,,,,,,,,,,,,,
ID - Induction Fan,FM-9,Mechanical,ID-900,70470,153,Monthly Inspection,1M,,,,,,,153,Weekly Ultrasound-assisted Lubrication,1W,,,,,,
CK - Cement Cooler,FM-9,Mechanical,K-900,70470,154,Monthly Inspection,1M,,,,154,Semi-Annual Oil Analysis,6M,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-9,Mechanical,P-900,70470,155,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-9,Mechanical,P-901,70470,155,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-9,Mechanical,P-902A,70470,155,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-9,Mechanical,P-902B,70470,155,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-9,Mechanical,P-902C,70470,155,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-9,Mechanical,P-903A,70470,155,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-9,Mechanical,P-903B,70470,155,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-9,Mechanical,P-903C,70470,155,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-9,Mechanical,P-904,70470,155,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-9,Mechanical,P-905,70470,155,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-9,Mechanical,P-906,70470,155,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-9,Mechanical,P-907,70470,155,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-9,Mechanical,P-908,70470,155,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-9,Mechanical,P-909,70470,155,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-9,Mechanical,P-910,70470,155,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-9,Mechanical,P-911,70470,155,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-9,Mechanical,P-912,70470,155,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-9,Mechanical,P-913,70470,155,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-9,Mechanical,P-914,70470,155,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-9,Mechanical,P-920,70470,156,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-9,Mechanical,P-921,70470,156,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-9,Mechanical,P-922,70470,156,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-9,Mechanical,P-923,70470,156,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-9,Mechanical,P-924,70470,156,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-9,Mechanical,P-925,70470,156,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-9,Mechanical,P-926,70470,156,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-9,Mechanical,P-927,70470,156,Monthly Inspection,1M,,,,,,,,,,,,,,,
PA - Pan Conveyor,FM-9,Mechanical,PAN-800,70470,157,Monthly Inspection,1M,157,Monthly Lubrication,1M,157,Semi-Annual Oil Analysis,6M,,,,,,,157,Quarterly Wear Measurement,3M
PA - Pan Conveyor,FM-9,Mechanical,PAN-801,70470,158,Monthly Inspection,1M,158,Monthly Lubrication,1M,158,Semi-Annual Oil Analysis,6M,,,,,,,158,Quarterly Wear Measurement,3M
PA - Pan Conveyor,FM-9,Mechanical,PAN-820,70470,159,Monthly Inspection,1M,159,Monthly Lubrication,1M,159,Semi-Annual Oil Analysis,6M,,,,,,,159,Quarterly Wear Measurement,3M
PA - Pan Conveyor,FM-9,Mechanical,PAN-821,70470,160,Monthly Inspection,1M,160,Monthly Lubrication,1M,160,Semi-Annual Oil Analysis,6M,,,,,,,160,Quarterly Wear Measurement,3M
PG - Pin Gate,FM-9,Mechanical,PG-900,70470,161,Monthly Inspection,1M,,,,,,,,,,,,,,,
PG - Pin Gate,FM-9,Mechanical,PG-901,70470,161,Monthly Inspection,1M,,,,,,,,,,,,,,,
PG - Pin Gate,FM-9,Mechanical,PG-902 ,70470,161,Monthly Inspection,1M,,,,,,,,,,,,,,,
PG - Pin Gate,FM-9,Mechanical,PG-903,70470,161,Monthly Inspection,1M,,,,,,,,,,,,,,,
PG - Pin Gate,FM-9,Mechanical,PG-940A,70470,162,Monthly Inspection,1M,,,,,,,,,,,,,,,
PG - Pin Gate,FM-9,Mechanical,PG-940B,70470,162,Monthly Inspection,1M,,,,,,,,,,,,,,,
PG - Pin Gate,FM-9,Mechanical,PG-940C,70470,162,Monthly Inspection,1M,,,,,,,,,,,,,,,
PG - Pin Gate,FM-9,Mechanical,PG-950A,70470,162,Monthly Inspection,1M,,,,,,,,,,,,,,,
PG - Pin Gate,FM-9,Mechanical,PG-950B,70470,162,Monthly Inspection,1M,,,,,,,,,,,,,,,
PG - Pin Gate,FM-9,Mechanical,PG-950C,70470,162,Monthly Inspection,1M,,,,,,,,,,,,,,,
PG - Pin Gate,FM-9,Mechanical,PG-970A,70470,163,Monthly Inspection,1M,,,,,,,,,,,,,,,
PG - Pin Gate,FM-9,Mechanical,PG-970B,70470,163,Monthly Inspection,1M,,,,,,,,,,,,,,,
PG - Pin Gate,FM-9,Mechanical,PG-970C,70470,163,Monthly Inspection,1M,,,,,,,,,,,,,,,
SA - Sampler,FM-9,Mechanical,SA-900,70470,164,Monthly Inspection,1M,,,,,,,,,,,,,,,
SF - Star/Screw Feeder,FM-9,Mechanical,SF-900,70470,165,Monthly Inspection,1M,165,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,FM-9,Mechanical,SF-900,70470,165,Monthly Inspection,1M,165,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,FM-9,Mechanical,SF-910A,70470,165,Monthly Inspection,1M,165,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,FM-9,Mechanical,SF-910A,70470,165,Monthly Inspection,1M,165,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,FM-9,Mechanical,SF-910B,70470,165,Monthly Inspection,1M,165,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,FM-9,Mechanical,SF-910B,70470,165,Monthly Inspection,1M,165,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,FM-9,Mechanical,SF-915,70470,165,Monthly Inspection,1M,165,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,FM-9,Mechanical,SF-915,70470,165,Monthly Inspection,1M,165,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,FM-9,Mechanical,SF-916,70470,165,Monthly Inspection,1M,165,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,FM-9,Mechanical,SF-916,70470,165,Monthly Inspection,1M,165,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,FM-9,Mechanical,SF-917,70470,165,Monthly Inspection,1M,165,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,FM-9,Mechanical,SF-917,70470,165,Monthly Inspection,1M,165,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,FM-9,Mechanical,SF-921,70470,165,Monthly Inspection,1M,165,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,FM-9,Mechanical,SF-921,70470,165,Monthly Inspection,1M,165,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,FM-9,Mechanical,SF-922,70470,165,Monthly Inspection,1M,165,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,FM-9,Mechanical,SF-922,70470,165,Monthly Inspection,1M,165,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,FM-9,Mechanical,SF-923,70470,165,Monthly Inspection,1M,165,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,FM-9,Mechanical,SF-923,70470,165,Monthly Inspection,1M,165,Monthly Lubrication,1M,,,,,,,,,,,,
SG - Slide Gate,FM-9,Mechanical,SG-910A,70470,166,Monthly Inspection,1M,165,Monthly Lubrication,1M,,,,,,,,,,,,
SG - Slide Gate,FM-9,Mechanical,SG-910B,70470,166,Monthly Inspection,1M,,,,,,,,,,,,,,,
SG - Slide Gate,FM-9,Mechanical,SG-911,70470,166,Monthly Inspection,1M,,,,,,,,,,,,,,,
SG - Slide Gate,FM-9,Mechanical,SG-920,70470,166,Monthly Inspection,1M,,,,,,,,,,,,,,,
SG - Slide Gate,FM-9,Mechanical,SG-921,70470,166,Monthly Inspection,1M,,,,,,,,,,,,,,,
SG - Slide Gate,FM-9,Mechanical,SG-922,70470,166,Monthly Inspection,1M,,,,,,,,,,,,,,,
SG - Slide Gate,FM-9,Mechanical,SG-940,70470,166,Monthly Inspection,1M,,,,,,,,,,,,,,,
SG - Slide Gate,FM-9,Mechanical,SG-950,70470,166,Monthly Inspection,1M,,,,,,,,,,,,,,,
SG - Slide Gate,FM-9,Mechanical,SG-970,70470,166,Monthly Inspection,1M,,,,,,,,,,,,,,,
SK - Stack,FM-9,Mechanical,SK-950,70470,166,Monthly Inspection,1M,,,,,,,,,,,,,,,
SV - Single Tip Valve,FM-9,Mechanical,STV-900,70470,166,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,FM-9,Mechanical,VA-900,70470,167,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,FM-9,Mechanical,VA-901,70470,167,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,FM-9,Mechanical,VA-902,70470,167,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,FM-9,Mechanical,VA-903,70470,167,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,FM-9,Mechanical,VA-904,70470,167,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,FM-9,Mechanical,VA-905,70470,167,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,FM-9,Mechanical,VA-906,70470,167,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,FM-9,Mechanical,VA-907,70470,167,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,FM-9,Mechanical,VA-911,70470,167,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,FM-9,Mechanical,VA-912,70470,167,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,FM-9,Mechanical,VA-914,70470,167,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,FM-9,Mechanical,VA-915,70470,167,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,FM-9,Mechanical,VA-916,70470,167,Monthly Inspection,1M,,,,,,,,,,,,,,,
VP - Valve Plattco/Tip,FM-9,Mechanical,VP-975A/B,70470,168,Monthly Inspection,1M,168,Monthly Lubrication,1M,,,,,,,,,,,,
VP - Valve Plattco/Tip,FM-9,Mechanical,VP-975A/B,70470,168,Monthly Inspection,1M,168,Monthly Lubrication,1M,,,,,,,,,,,,
VP - Valve Plattco/Tip,FM-9,Mechanical,VP-976A/B,70470,168,Monthly Inspection,1M,168,Monthly Lubrication,1M,,,,,,,,,,,,
VP - Valve Plattco/Tip,FM-9,Mechanical,VP-976A/B,70470,168,Monthly Inspection,1M,168,Monthly Lubrication,1M,,,,,,,,,,,,
VR - Valve Rotary/Gate,FM-9,Mechanical,VR-921,70470,169,Monthly Inspection,1M,169,Monthly Lubrication,1M,,,,,,,,,,,,
VR - Valve Rotary/Gate,FM-9,Mechanical,VR-921,70470,169,Monthly Inspection,1M,169,Monthly Lubrication,1M,,,,,,,,,,,,
VR - Valve Rotary/Gate,FM-9,Mechanical,VR-922,70470,169,Monthly Inspection,1M,169,Monthly Lubrication,1M,,,,,,,,,,,,
VR - Valve Rotary/Gate,FM-9,Mechanical,VR-922,70470,169,Monthly Inspection,1M,169,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,FM-9,Mechanical,WF-900,70470,170,Monthly Inspection,1M,170,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,FM-9,Mechanical,WF-900,70470,170,Monthly Inspection,1M,170,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,FM-9,Mechanical,WF-901,70470,170,Monthly Inspection,1M,170,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,FM-9,Mechanical,WF-901,70470,170,Monthly Inspection,1M,170,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,FM-9,Mechanical,WF-902,70470,170,Monthly Inspection,1M,170,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,FM-9,Mechanical,WF-902,70470,170,Monthly Inspection,1M,170,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,FM-9,Mechanical,WF-903,70470,170,Monthly Inspection,1M,170,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,FM-9,Mechanical,WF-903,70470,170,Monthly Inspection,1M,170,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,FM-9,Mechanical,WF-940,70470,170,Monthly Inspection,1M,170,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,FM-9,Mechanical,WF-940,70470,170,Monthly Inspection,1M,170,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,FM-9,Mechanical,WF-950,70470,170,Monthly Inspection,1M,170,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,FM-9,Mechanical,WF-950,70470,170,Monthly Inspection,1M,170,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,FM-9,Mechanical,WF-970,70470,170,Monthly Inspection,1M,170,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,FM-9,Mechanical,WF-970,70470,170,Monthly Inspection,1M,170,Monthly Lubrication,1M,,,,,,,,,,,,
WS - Weigh Scale,FM-9,Mechanical,WS-700 ,70383,171,Monthly Inspection,1M,171,Monthly Lubrication,1M,,,,,,,,,,,,
WS - Weigh Scale,FM-9,Mechanical,WS-700 ,70383,171,Monthly Inspection,1M,171,Monthly Lubrication,1M,,,,,,,,,,,,
WS - Weigh Scale,FM-9,Mechanical,WS-905,70470,172,Monthly Inspection,1M,172,Monthly Lubrication,1M,,,,,,,,,,,,
WS - Weigh Scale,FM-9,Mechanical,WS-905,70470,172,Monthly Inspection,1M,172,Monthly Lubrication,1M,,,,,,,,,,,,
WS - Weigh Scale,FM-9,Mechanical,WS-906,70470,172,Monthly Inspection,1M,172,Monthly Lubrication,1M,,,,,,,,,,,,
WS - Weigh Scale,FM-9,Mechanical,WS-906,70470,172,Monthly Inspection,1M,172,Monthly Lubrication,1M,,,,,,,,,,,,
WS - Weigh Scale,FM-9,Mechanical,WS-910,70470,172,Monthly Inspection,1M,172,Monthly Lubrication,1M,,,,,,,,,,,,
